,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tipo_de_registro,indicador,tipo_atualizacao,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nm_cidade_exterior,cod_pais,nm_pais,codigo_natureza_juridica,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio,ddd_telefone_1,ddd_telefone_2,ddd_fax,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,filler,"fim_registro
",latitude,longitude,endereco,mes_inicio_atividade,ano_inicio_atividade,mes_situacao_cadastral,ano_situacao_cadastral,data,mes_ano_abertura
800,800,800,145790,145790,1,F,,20572104000188,1,ELEICAO 2014 NEY MARCOS NASCIMENTO DE SOUZA DEPUTADO FEDERAL,,8,2014-12-31,1,,,,4090,2014-07-06,9492800,AVENIDA,CASTELO BRANCO,401,APTO. 401,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  31997954,,98  33038082,EQUIPE_KAINNA@HOTMAIL.COM,51,0.0,5,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 401 APTO. 401 SAO FRANCISCO cep: 65076090 MA ,brasil",7,2014,12,2014,2014-12-01,2014-07-01
801,801,801,146339,146339,1,F,,20620528000170,1,GREENLIGHT PARTICIPACOES LTDA,INTEGRAL ENGENHARIA E REPRESENTACAO,2,2019-06-12,0,,,,2062,2014-07-09,6822600,AVENIDA,CASTELO BRANCO,605,SALA  117                 EDIF  C S LUIS/TERREO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32355731,,,,49,100000.0,5,6,2016-01-01,2017-05-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA  117                 EDIF  C S LUIS/TERREO SAO FRANCISCO cep: 65076090 MA ,brasil",7,2014,6,2019,2019-06-01,2014-07-01
802,802,802,147632,147632,1,F,,20829880000110,1,EDVAR R. MATOS IMOVEIS ASSESSORIA IMOBILIARIA,EDVAR IMOVEIS ASSESSORIA IMOBILIARIA,4,2018-12-07,63,,,,2135,2014-08-01,6822600,AVENIDA,CASTELO BRANCO,605,: MARECHAL; SALA: 120; EDIF: C SAO LUIS;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87300148,,,ANDREVERAS.SLZ@HOTMAIL.COM,50,60000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 : MARECHAL; SALA: 120; EDIF: C SAO LUIS; SAO FRANCISCO cep: 65076090 MA ,brasil",8,2014,12,2018,2018-12-01,2014-08-01
803,803,803,148676,148676,1,F,,21024279000113,1,AMAD - ASSOCIACAO MARANHENSE DE ADVOGADOS,,2,2014-07-01,0,,,,3999,2014-07-01,9412099,AVENIDA,CASTELO BRANCO,605,SALA: 114; EDIF: CIDADE DE SAO LUIS;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  81234449,98  91120991,98  32210273,MAURO_HFDT@HOTMAIL.COM,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA: 114; EDIF: CIDADE DE SAO LUIS; SAO FRANCISCO cep: 65076090 MA ,brasil",7,2014,7,2014,2014-07-01,2014-07-01
804,804,804,148851,148851,1,F,,21055627000110,1,FLAVIA ALEXSANDRA N DE MIRANDA CARVALHO,PORTUGAL ALIMENTOS,2,2014-09-16,0,,,,2135,2014-09-16,5611203,AVENIDA,CASTELO BRANCO,513,LOJA: 01;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  91221430,,,,50,10000.0,1,5,2014-09-16,,N,,,,"F
",-,-,"CASTELO BRANCO 513 LOJA: 01; SAO FRANCISCO cep: 65076090 MA ,brasil",9,2014,9,2014,2014-09-01,2014-09-01
805,805,805,150573,150573,1,F,,21365064000166,1,CLAUDENILSON PEREIRA LOPES,EQUATORIAL,4,2018-11-06,63,,,,2135,2014-11-07,7320300,AVENIDA,CASTELO BRANCO,559,: A; ANDAR: 3; EDIF: TOKIO;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32278909,,,NILDACAU@TERRA.COM.BR,50,15000.0,1,5,2018-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 : A; ANDAR: 3; EDIF: TOKIO; SAO FRANCISCO cep: 65076090 MA ,brasil",11,2014,11,2018,2018-11-01,2014-11-01
806,806,806,150601,150601,1,F,,21371097000119,1,EMPRESA JUNIOR DA FACULDADE LABORO LABOTECH,EMPRESA JUNIOR DA FACULDADE LABORO LABOTECH,4,2018-12-07,63,,,,3999,2014-08-28,6204000,AVENIDA,CASTELO BRANCO,605,SALA: 400; : B;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32169911,,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA: 400; : B; SAO FRANCISCO cep: 65076090 MA ,brasil",8,2014,12,2018,2018-12-01,2014-08-01
807,807,807,151066,151066,1,F,,21448344000138,1,M. DA SILVA SANTOS COMERCIO,CIMED HOSPITALAR,8,2018-09-26,1,,,,2135,2014-11-21,4644301,AVENIDA,CASTELO BRANCO,605,SALA  312,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  31995385,,98  88189859,CONTABIL@RRSOLUCOESEMPRESARIAIS.COM.BR,50,700000.0,1,6,2015-01-01,2018-09-26,N,,,,"F
",-,-,"CASTELO BRANCO 605 SALA  312 SAO FRANCISCO cep: 65076090 MA ,brasil",11,2014,9,2018,2018-09-01,2014-11-01
808,808,808,151141,151141,1,F,,21465146000182,1,J. SALES SOUSA,PERFIL CONSULTORIA,4,2018-11-06,63,,,,2135,2014-11-24,7810800,AVENIDA,CASTELO BRANCO,429,LOJA: 12;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  83226033,,,,50,12000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 LOJA: 12; SAO FRANCISCO cep: 65076091 MA ,brasil",11,2014,11,2018,2018-11-01,2014-11-01
809,809,809,151635,151635,1,F,,21551009000160,1,FUNDO MUNICIPAL DA CRIANCA E DO ADOLESCENTE,FMDCA,2,1995-04-17,0,,,,1317,1995-04-17,8800600,AVENIDA,CASTELO BRANCO,657,ANDAR: 2;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32352360,98  88576046,,TACC_TATY@HOTMAIL.COM,5,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 657 ANDAR: 2; SAO FRANCISCO cep: 65076090 MA ,brasil",4,1995,4,1995,1995-04-01,1995-04-01
810,810,810,151643,151643,1,F,,21552473000171,1,MARIA DAS DORES BOGEA CARVALHO 28172892349,CARVALHO CONFECCOES,2,2014-12-11,0,,,,2135,2014-12-11,4781400,AVENIDA,CASTELO BRANCO,06,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,0   0,,,,50,5000.0,1,5,2014-12-11,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 06  SAO FRANCISCO cep: 65076090 MA ,brasil",12,2014,12,2014,2014-12-01,2014-12-01
811,811,811,153209,153209,1,F,,21831421000134,1,NUTRI LIFE LTDA,NUTRI LIFE,8,2016-08-26,1,,,,2062,2015-02-06,8650002,AVENIDA,CASTELO BRANCO,707,SALA: 312;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32580220,,,JCCONTB@GMAIL.COM,49,30000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA: 312; SAO FRANCISCO cep: 65076090 MA ,brasil",2,2015,8,2016,2016-08-01,2015-02-01
812,812,812,153738,153738,1,F,,21935427000313,2,PSAINFO PRESTACAO DE SERVICOS DE INFORMATICA LTDA,PSA - INFO ASSESSORIA E INFORMATICA,8,2019-01-14,1,,,,2062,2017-07-06,6209100,AVENIDA,CASTELO BRANCO,429,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,65  30527101,,,CONTADOR@AMPLACONTABIL.COM.BR,49,0.0,1,6,2015-02-24,2017-01-31,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429  SAO FRANCISCO cep: 65076090 MA ,brasil",7,2017,1,2019,2019-01-01,2017-07-01
813,813,813,153819,153819,1,F,,21947988000170,1,PHILADELFIA CONSTRUCOES E EMPREENDIMENTOS EIRELI,CONSTRUTORA PHILADELPHIA,8,2017-01-11,1,,,,2305,2015-02-26,4120400,AVENIDA,CASTELO BRANCO,148,EDIF: COM. C. BRANCO; SALA: 307;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  81550879,,,CONTTACMA@GMAIL.COM,65,500000.0,1,0,2015-02-26,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 EDIF: COM. C. BRANCO; SALA: 307; SAO FRANCISCO cep: 65076091 MA ,brasil",2,2015,1,2017,2017-01-01,2015-02-01
814,814,814,154056,154056,1,F,,21988289000179,1,J K F LIMA  CASTRO  SERVICOS,,2,2015-03-05,0,,,,2135,2015-03-05,6810201,AVENIDA,CASTELO BRANCO,333,SALA  404,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87838554,,,JEYCELIMA@HOTMAIL.COM,50,30000.0,1,5,2016-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA  404 SAO FRANCISCO cep: 65076090 MA ,brasil",3,2015,3,2015,2015-03-01,2015-03-01
815,815,815,154169,154169,1,F,,22011780000108,1,CELSO ADRIANO RODRIGUES DE ABREU 05150093343,ABREU&COMERCIO,2,2015-03-09,0,,,,2135,2015-03-09,4729699,AVENIDA,CASTELO BRANCO,915,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  84329841,,,adriano.celso.aa@gmail.com,50,1.0,1,5,2015-03-09,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 915  SAO FRANCISCO cep: 65076090 MA ,brasil",3,2015,3,2015,2015-03-01,2015-03-01
816,816,816,154436,154436,1,F,,22057899000111,1,DONA DIVA COMERCIO LTDA,DONA DIVA,8,2016-12-29,1,,,,2062,2015-03-13,4781400,AVENIDA,CASTELO BRANCO,429,LOJA: 01 A 06; : TOP C ENTER; : CENTRO EMPRESARIAL ;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32278073,,,,49,260000.0,1,0,2015-03-13,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 LOJA: 01 A 06; : TOP C ENTER; : CENTRO EMPRESARIAL ; SAO FRANCISCO cep: 65076090 MA ,brasil",3,2015,12,2016,2016-12-01,2015-03-01
817,817,817,154798,154798,1,F,,22125121000100,1,SOURE CORRETORA DE SEGUROS EIRELI,SOURE CORRETORA DE SEGUROS LTDA,2,2019-06-13,0,,,,2305,2015-03-23,6622300,AVENIDA,CASTELO BRANCO,605,SALA  311                 EDIF  C. SAO LUIS,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  91190907,,,5333.EDILENE@GMAIL.COM,65,100000.0,1,5,2017-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA  311                 EDIF  C. SAO LUIS SAO FRANCISCO cep: 65076090 MA ,brasil",3,2015,6,2019,2019-06-01,2015-03-01
818,818,818,155206,155206,1,F,,22208702000106,1,INOVARRE CURSOS TECNICOS LTDA,GRACOM SCHOOL OF VISUAL EFFECTS,2,2015-04-01,0,,,,2062,2015-04-01,8599603,AVENIDA,CASTELO BRANCO,493,: LOT 04 QD 11;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32569161,,,,49,150000.0,1,5,2015-04-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 493 : LOT 04 QD 11; SAO FRANCISCO cep: 65076091 MA ,brasil",4,2015,4,2015,2015-04-01,2015-04-01
819,819,819,155417,155417,1,F,,22246027000282,2,CGA ENGENHARIA E CONSTRUCAO LTDA,PLENA CONSTRUCAO E ENGENHARIA,2,2015-11-30,0,,,,2062,2015-11-30,4120400,AVENIDA,CASTELO BRANCO,92,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  81876571,,,CLIMERIO.LIMA@YAHOO.COM,49,0.0,1,5,2015-03-16,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92  SAO FRANCISCO cep: 65076090 MA ,brasil",11,2015,11,2015,2015-11-01,2015-11-01
820,820,820,157119,157119,1,F,,22552651000127,1,ELIETE DE FATIMA RODRIGUES 33198225353,RESTAURANTE MANOLLO'S,2,2015-05-29,0,,,,2135,2015-05-29,5611201,AVENIDA,CASTELO BRANCO,821,ANEXO 02,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87828121,,,chandllervieira@yahoo.com.br,50,5000.0,1,5,2015-05-29,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 821 ANEXO 02 SAO FRANCISCO cep: 65076090 MA ,brasil",5,2015,5,2015,2015-05-01,2015-05-01
821,821,821,157415,157415,1,F,,22608199000178,1,C R N ROCHA,CLINICA CARLA ODONTO,8,2019-11-01,1,,,,2135,2015-06-08,8630504,AVENIDA,CASTELO BRANCO,673,EDIF: COMERCIAL LISBOA; SALA: 203;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  99621060,98  96210606,,,50,30000.0,1,6,2017-01-01,2019-11-01,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 673 EDIF: COMERCIAL LISBOA; SALA: 203; SAO FRANCISCO cep: 65076090 MA ,brasil",6,2015,11,2019,2019-11-01,2015-06-01
822,822,822,157459,157459,1,F,,22617619000182,1,R. REIS & SANTOS LTDA,TOTAL FIT ACADEMIA,2,2015-06-09,0,,,,2062,2015-06-09,9313100,AVENIDA,CASTELO BRANCO,753,: B; LOJA: TERREO;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32452482,,,,49,20000.0,1,6,2015-06-09,2018-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 753 : B; LOJA: TERREO; SAO FRANCISCO cep: 65076091 MA ,brasil",6,2015,6,2015,2015-06-01,2015-06-01
823,823,823,157707,157707,1,F,,22662302000168,1,CARLOS D R FERREIRA,RESTAURANTE DONA MARIA,2,2015-06-16,0,,,,2135,2015-06-16,5620104,AVENIDA,CASTELO BRANCO,914,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  88619523,,,,50,30000.0,1,6,2015-06-16,2017-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 914  SAO FRANCISCO cep: 65076091 MA ,brasil",6,2015,6,2015,2015-06-01,2015-06-01
824,824,824,159829,159829,1,F,,23063342000156,1,R. RIBEIRO DA SILVA,MAIS REPAROS SERVICOS E MANUTENCOES,8,2018-08-31,1,,,,2135,2015-08-12,9700500,AVENIDA,CASTELO BRANCO,261,QUADRAA,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87795868,98  89259543,,ALEXSANDRO.CONTAIN@HOTMAIL.COM,50,50000.0,1,6,2015-08-12,2018-08-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 261 QUADRAA SAO FRANCISCO cep: 65076090 MA ,brasil",8,2015,8,2018,2018-08-01,2015-08-01
825,825,825,160410,160410,1,F,,23168869000145,1,CARLO G TONON,ODONTONON,8,2015-11-24,1,,,,2135,2015-08-19,8630504,AVENIDA,CASTELO BRANCO,148,LOJA  01 E 02             EDIF  COM. CASTELO BRANCO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  83017777,,,BETRAM-RLP@HOTMAIL.COM,50,100000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 LOJA  01 E 02             EDIF  COM. CASTELO BRANCO SAO FRANCISCO cep: 65076090 MA ,brasil",8,2015,11,2015,2015-11-01,2015-08-01
826,826,826,160529,160529,1,F,,23189932000120,1,JOSANGELA ARAUJO FARIAS 61589713320,LOLITA DOCES,2,2015-09-01,0,,,,2135,2015-09-01,4721104,AVENIDA,CASTELO BRANCO,698,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  87203352,,,farias-josangela@hotmail.com,50,15000.0,1,5,2015-09-01,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 698  SAO FRANCISCO cep: 65076091 MA ,brasil",9,2015,9,2015,2015-09-01,2015-09-01
827,827,827,161041,161041,1,F,,23284838000150,1,INSTITUTO DE PROMOCAO E DEFESA DO CIDADAO E CONSUMIDOR DO ESTADO DO MARANHAO - PROCON/MA,PROCON-MA,2,2015-09-04,0,,,,1112,2015-09-04,8411600,AVENIDA,CASTELO BRANCO,848,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32611458,,,GABINETE.PROCONMA@GMAIL.COM,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 848  SAO FRANCISCO cep: 65076090 MA ,brasil",9,2015,9,2015,2015-09-01,2015-09-01
828,828,828,161529,161529,1,F,,23370767000108,1,E. B. COELHO EIRELI,EBC,2,2015-09-29,0,,,,2305,2015-09-29,4120400,AVENIDA,CASTELO BRANCO,605,SALA  20                        SUBSOLO             EDIF  CIDADE DE SAO LUIS,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87216978,,,,65,200000.0,1,5,2015-09-29,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA  20                        SUBSOLO             EDIF  CIDADE DE SAO LUIS SAO FRANCISCO cep: 65076090 MA ,brasil",9,2015,9,2015,2015-09-01,2015-09-01
829,829,829,162424,162424,1,F,,23525715000163,1,R M DISTRIBUIDORA DE SANEANTES E REPRESENTACOES LTDA,DISMIX,4,2018-11-06,63,,,,2062,2015-10-22,4649408,AVENIDA,CASTELO BRANCO,295,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  91495850,,,,49,20000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 295  SAO FRANCISCO cep: 65076090 MA ,brasil",10,2015,11,2018,2018-11-01,2015-10-01
830,830,830,162886,162886,1,F,,23599863000122,1,PROTEL PROJETOS TOPOGRAFIA E ENGENHARIA LTDA,PROTEL,8,2008-12-31,71,,,,2062,1988-11-29,8888888,AVENIDA,CASTELO BRANCO,148,5 SALA 506,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 5 SALA 506 SAO FRANCISCO cep: 65076090 MA ,brasil",11,1988,12,2008,2008-12-01,1988-11-01
831,831,831,162927,162927,1,F,,23600588000110,1,MARANHAO INDUSTRIA ALIMENTICIA LTDA,MIAL,8,2008-12-31,71,,,,2062,1988-12-19,1091101,AVENIDA,CASTELO BRANCO,92,JUNIOR CENTER,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 92 JUNIOR CENTER SAO FRANCISCO cep: 65076903 MA ,brasil",12,1988,12,2008,2008-12-01,1988-12-01
832,832,832,162968,162968,1,F,,23601198000164,1,ORBEL-ORGANIZACAO DE BEBIDAS LTDA,,8,2008-12-31,71,,,,2062,1988-12-16,4712100,AVENIDA,CASTELO BRANCO,829,D,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 829 D SAO FRANCISCO cep: 65076090 MA ,brasil",12,1988,12,2008,2008-12-01,1988-12-01
833,833,833,163083,163083,1,F,,23603467000121,1,W PINTO VIEIRA,CHAVEIRO BRASIL,8,1992-05-19,1,,,,2135,1989-01-03,9529102,AVENIDA,CASTELO BRANCO,587,C,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 587 C SAO FRANCISCO cep: 65099110 MA ,brasil",1,1989,5,1992,1992-05-01,1989-01-01
834,834,834,163112,163112,1,F,,23603905000151,1,PERSONAL ENGENHARIA CONSULTORIA E REP.COMERCIAIS LTDA,,2,2003-10-04,0,,,,2062,1989-01-04,4619200,AVENIDA,CASTELO BRANCO,707,SALA 212,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA 212 SAO FRANCISCO cep: 65076090 MA ,brasil",1,1989,10,2003,2003-10-01,1989-01-01
835,835,835,163468,163468,1,F,,23609985000152,1,MANOEL A D DOS SANTOS,BORRACHARIA O CORUJAO,8,2017-10-16,1,,,,2135,1989-02-02,2212900,AVENIDA,CASTELO BRANCO,658,B,SAO FRANCISCO,65076000.0,MA,921,SAO LUIS,098 2351810,,098 2351810,acel@wac.com.br,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 658 B SAO FRANCISCO cep: 65076000 MA ,brasil",2,1989,10,2017,2017-10-01,1989-02-01
836,836,836,163660,163660,1,F,,23612740000184,1,CARVALHO & LINHARES LTDA,,8,1994-08-02,9,,,,2062,1989-03-06,8888888,AVENIDA,CASTELO BRANCO,120,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 120  SAO FRANCISCO cep: 65076090 MA ,brasil",3,1989,8,1994,1994-08-01,1989-03-01
837,837,837,163672,163672,1,F,,23612922000155,1,NUCLEO DE ESTUDOS FREUDIANOS LTDA,,8,1996-11-19,1,,,,2062,1989-03-03,7490101,AVENIDA,CASTELO BRANCO,148,SALA 505,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 505 SAO FRANCISCO cep: 65076090 MA ,brasil",3,1989,11,1996,1996-11-01,1989-03-01
838,838,838,163750,163750,1,F,,23614100000103,1,DD MENDONCA,FETICHE ENXOVAIS,8,1989-09-11,1,,,,2135,1989-03-01,4781400,AVENIDA,CASTELO BRANCO,92,LOJA 26,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 26 SAO FRANCISCO cep: 65099110 MA ,brasil",3,1989,9,1989,1989-09-01,1989-03-01
839,839,839,163755,163755,1,F,,23614175000194,1,W D V VALE COMERCIO,W D VARIEDADES,8,2008-12-31,71,,,,2135,1989-02-23,4781400,AVENIDA,CASTELO BRANCO,120,ALTOS,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 120 ALTOS SAO FRANCISCO cep: 65076090 MA ,brasil",2,1989,12,2008,2008-12-01,1989-02-01
840,840,840,163818,163818,1,F,,23615263000100,1,JOEL CARLOS MOREIRA DO NASCIMENTO,BAR UBERABA,8,2008-12-31,71,,,,2135,1989-03-21,5611203,AVENIDA,CASTELO BRANCO,999,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 999  SAO FRANCISCO cep: 65076090 MA ,brasil",3,1989,12,2008,2008-12-01,1989-03-01
841,841,841,163862,163862,1,F,,23616014000130,1,DANILO IMBROISI EMPREENDIMENTOS LIMITADA,,4,2018-11-06,63,,,,2135,1989-03-13,4110700,AVENIDA,CASTELO BRANCO,605,SALAS 123 E 125,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALAS 123 E 125 SAO FRANCISCO cep: 65076900 MA ,brasil",3,1989,11,2018,2018-11-01,1989-03-01
842,842,842,163887,163887,1,F,,23616386000166,1,MANIRA B CARVALHO,MANIRA BOUERES,2,2005-11-03,0,,,,2135,1989-03-13,4781400,AVENIDA,CASTELO BRANCO,807,LOJA 04,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32362202,98  32229957,,,50,3000.0,1,5,2007-07-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 807 LOJA 04 SAO FRANCISCO cep: 65076090 MA ,brasil",3,1989,11,2005,2005-11-01,1989-03-01
843,843,843,164011,164011,1,F,,23618457000160,1,WALTER G DE SOUZA,"""""""QUI BATATA""""""",8,1992-06-16,1,,,,2135,1989-04-03,8888888,AVENIDA,CASTELO BRANCO,429,LOJA 3B,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 LOJA 3B SAO FRANCISCO cep: 65099110 MA ,brasil",4,1989,6,1992,1992-06-01,1989-04-01
844,844,844,164640,164640,1,F,,23664865000158,1,PAULO VICTOR DE C B FERREIRA,PV REPRESENTACOES,8,2008-12-31,71,,,,2135,1989-12-21,6209100,AVENIDA,CASTELO BRANCO,401,SALA 201,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401 SALA 201 SAO FRANCISCO cep: 65076090 MA ,brasil",12,1989,12,2008,2008-12-01,1989-12-01
845,845,845,164671,164671,1,F,,23665292000349,2,SOARES IRMAOS E FILHOS LTDA,,8,2008-12-31,71,,,,2062,1991-10-08,4744001,AVENIDA,CASTELO BRANCO,401,TERREO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401 TERREO SAO FRANCISCO cep: 65076090 MA ,brasil",10,1991,12,2008,2008-12-01,1991-10-01
846,846,846,164677,164677,1,F,,23665383000112,1,SALAO DE BELEZA SUISSE LTDA,,4,2018-12-07,63,,,,2062,1989-12-18,9602501,AVENIDA,CASTELO BRANCO,,LOJA 11,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5108846,-44.3036346,"CASTELO BRANCO  LOJA 11 SAO FRANCISCO cep: 65076090 MA ,brasil",12,1989,12,2018,2018-12-01,1989-12-01
847,847,847,164766,164766,1,F,,23666514000186,1,J J MARQUES FERREIRA,,4,2018-12-07,63,,,,2135,1990-01-09,4729601,AVENIDA,CASTELO BRANCO,790A,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 790A  SAO FRANCISCO cep: 65076090 MA ,brasil",1,1990,12,2018,2018-12-01,1990-01-01
848,848,848,164966,164966,1,F,,23669526000164,1,JOSELITA RAMOS DOS SANTOS,LANCHE CARIOCA,8,2008-12-31,71,,,,2135,1989-11-24,5611203,AVENIDA,CASTELO BRANCO,696,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 696  SAO FRANCISCO cep: 65076090 MA ,brasil",11,1989,12,2008,2008-12-01,1989-11-01
